card_id	reviews	notes_id	character
1578325838977	34	1578325673904	漠
1582831288477	34	1582831273761	深
1558987574999	33	1558987433031	然
1561372423638	33	1561372381761	将
1561373741531	33	1561373700296	拾
1562665027668	33	1562664982055	巴
1563698616469	33	1563698594995	谊
1566137570420	33	1566137551326	咳
1567422834515	33	1567422820242	铅
1571309034038	33	1571309026312	息
1571334308748	33	1571334296431	倾
1574690651336	33	1574690644884	招
1577001879212	33	1577001876026	川
1577091394697	33	1577091388135	据
1577909392809	33	1577909387214	咬
1580246155229	33	1580246086213	统
1550920265268	32	1550920261859	了
1552215645049	32	1552215546167	为
1557313273472	32	1557313143947	窄
1560110613630	32	1560110580973	娘
1560110633691	32	1560110613639	食
1561371509857	32	1561371484078	注
1562658522651	32	1562658317049	况
1562658702222	32	1562658522673	欠
1563079875854	32	1563079759755	莫
1563696117045	32	1563696089510	历
1566138211512	32	1566138189741	困
1566138876626	32	1566138821883	愿
1566139706186	32	1566139678823	或
1569027417984	32	1569027415081	舒
1569527317323	32	1569527305524	厦
1570288637828	32	1570288628889	虎
1570891287985	32	1570891275824	跳
1572158621879	32	1572158618609	NA
1572468818220	32	1572468806085	呼
1573752284934	32	1573752275444	录
1576737649736	32	1576737227754	贴
1576945712075	32	1576945662048	技
1578343159326	32	1578343085503	碎
1579436867938	32	1579436725517	冤
1580158535713	32	1580158532734	剩
1580635959642	32	1580635909668	增
1585389036748	32	1585389016428	逭
1552222210271	31	1552222157399	江
1563698369487	31	1563698345921	皮
1565811367009	31	1565811296478	舌
1565813462967	31	1565813436331	持
1566137254451	31	1566137232245	壮
1570173682816	31	1570173679943	趣
1577305850673	31	1577304618279	NA
1578152151184	31	1578152017258	险
1579365771410	31	1579365484988	耐
1579433027649	31	1579432867154	陪
1580640448678	31	1580640389858	宋
1550920320326	30	1550920314025	夕
1551543980547	30	1551543874553	取
1552939558695	30	1552939476624	思
1558986601776	30	1558986562737	织
1563240437765	30	1563240294821	采
1563696001187	30	1563695979323	响
1566138252065	30	1566138229936	求
1566139604561	30	1566139589363	计
1568945584724	30	1568945572932	压
1569610766021	30	1569610763054	净
1570283489779	30	1570283483586	需
1571334363019	30	1571334350591	货
1572468831967	30	1572468818250	低
1576420856521	30	1576420841373	啥
1577799410200	30	1577799372652	器
1577906775645	30	1577906676149	围
1578592587065	30	1578592372765	肯
1550920251603	29	1550920244392	未 (no story)
1554629638210	29	1554629516990	产
1562656147981	29	1562655971987	片
1563698103236	29	1563698076057	祝
1566140205225	29	1566140186807	顾
1568021142072	29	1568021137855	托
1568021242246	29	1568021239404	剪
1569027469439	29	1569027464926	料
1569396142941	29	1569396134464	泳
1570436876955	29	1570436873187	余
1570682775670	29	1570682772456	昏 (NP)
1571334337984	29	1571334329209	礼
1572169060529	29	1572168927563	NA
1572468746148	29	1572468737755	虚
1572468788476	29	1572468760472	由
1576735993661	29	1576735990310	赋
1577301121179	29	1577301032846	囚
1577906676130	29	1577906491590	桶
1578254952162	29	1578254588032	达
1578594668549	29	1578594169818	侧
1579363273717	29	1579362699110	杆
1554628829950	28	1554628787084	古
1558986205616	28	1558986107563	指
1560110049002	28	1560109982429	已
1561371550782	28	1561371509864	往
1561373249308	28	1561373222240	清
1562661226886	28	1562661060324	吹
1562928386164	28	1562928195566	镜
1563698281804	28	1563698251286	农
1566138681881	28	1566138660091	扬
1569046249249	28	1569046228660	堵
1569524664127	28	1569524574797	卬 (NP)
1569527132810	28	1569527121902	览
1570045289128	28	1570045278627	究
1570079626721	28	1570079620135	育
1573045476431	28	1573045353644	练 (RP, NS)
1575127177711	28	1575127165854	NA
1575267078960	28	1575267019625	付
1576945850131	28	1576945712108	虫
1578893590690	28	1578893358411	途
1579360431623	28	1579360232636	富
1579366237197	28	1579365974581	管
1579436212621	28	1579436032867	版
1580636464783	28	1580636435439	币
1580640268015	28	1580640239302	梁
1581362347916	28	1581362304523	抽
1581969770273	28	1581968800887	值
1552221433690	27	1552221328815	先
1554033208474	27	1554033129799	位
1557950754893	27	1557950520418	期
1558987023913	27	1558986992651	者
1560109876069	27	1560109788724	记
1561371922476	27	1561371811443	幸
1561372591791	27	1561372570674	第
1563696625289	27	1563696591008	决
1563697176699	27	1563697149355	亿
1565811391697	27	1565811367037	刮
1565813294535	27	1565811474019	活
1565813513998	27	1565813484938	义
1566138028666	27	1566138010191	脏
1566139570206	27	1566139553463	壬 (no pronounce)
1566139970618	27	1566139947681	却
1566140053779	27	1566140037199	报
1566140130260	27	1566140110332	痛
1569027725038	27	1569027719551	环
1569087254313	27	1569087246517	纸
1569527139822	27	1569527132847	展
1571077479732	27	1571077473761	穿
1571334277176	27	1571334260637	逛
1571334296383	27	1571334288693	婆
1572159848254	27	1572159730198	并
1572701273277	27	1572701270613	酪
1576947886194	27	1576947837695	升
1577090474884	27	1577090468295	NA
1577701583993	27	1577701581138	遇
1579361533729	27	1579361117869	勤
1579367781544	27	1579367643469	缺
1580465104493	27	1580464935259	状
1581595842129	27	1581595824981	傻
1584303452135	27	1584303400352	忍
1585389059859	27	1585389036784	质
1552214444114	26	1552214379038	石
1552216222419	26	1552216109507	和
1557952223743	26	1557952144584	轻
1558986513084	26	1558986451890	认
1563174338767	26	1563174204284	豆
1563697345533	26	1563697289063	角
1563698153536	26	1563698103243	视
1566137273655	26	1566137254463	装
1566137659295	26	1566137639255	推
1566137771075	26	1566137754210	各
1566138096175	26	1566138079907	负
1566138374732	26	1566138331315	忽
1566138800802	26	1566138759690	泉
1566140008496	26	1566139970626	脚
1568031809461	26	1568031807162	塑
1568945903645	26	1568945900342	类
1569592028572	26	1569592025433	底
1570044685936	26	1570044678972	邻
1570288617823	26	1570288614044	钢
1570509547528	26	1570509336456	建
1575315767862	26	1575315761991	举
1576617403992	26	1576617382608	敲
1577003379805	26	1577003339136	毋 (NS)
1577991913180	26	1577991790013	栏
1579433167798	26	1579433027689	局
1582474133019	26	1582474093493	枕
1551615206825	25	1551615144635	目
1551616677818	25	1551616618323	身
1554628634110	25	1554628510383	课
1556370015991	25	1556369940968	批
1557950856635	25	1557950754929	基
1562478564925	25	1562478307874	厨
1562758099701	25	1562757137065	墓
1563069725956	25	1563069637779	竟
1563698511426	25	1563698486170	助
1563698850857	25	1563698825550	弋 (no pronounce)
1566139589294	25	1566139570213	任
1566139642930	25	1566139604567	设
1566140071434	25	1566140053786	服
1566140632455	25	1566140611529	变
1569027443161	25	1569027440036	具
1569610707578	25	1569610698639	裤
1570044624579	25	1570044612391	换
1571334329176	25	1571334325583	守
1572468605543	25	1572468585952	针
1572468936647	25	1572468932667	矿
1573753487367	25	1573753478014	议
1576737678438	25	1576737649782	替
1576947837648	25	1576947705458	输
1577219657843	25	1577219654991	留
1578592833695	25	1578592587090	县
1579365087997	25	1579364592648	雄
1583353160091	25	1583353127110	探
1585389247941	25	1585389226934	职
1551543108453	24	1551542961155	行
1552215698373	24	1552215645080	办
1552221684802	24	1552221562631	可
1552937794568	24	1552937671546	厂
1558986562730	24	1558986513092	只
1560109788717	24	1560109738639	己
1560109982419	24	1560109876101	纪
1560110580964	24	1560110556490	良
1561371314556	24	1561371285299	房
1563696477500	24	1563696422905	便
1563697824194	24	1563697796867	带
1563698660330	24	1563698639946	直
1566140307591	24	1566140280663	望 (upper half, no pronounce)
1566140497822	24	1566140477726	渴
1566140579959	24	1566140565087	介
1569027873854	24	1569027858791	鸡
1569074873168	24	1569074867879	船
1569474299229	24	1569474294401	系
1569527366136	24	1569527359738	糕
1570177054785	24	1570177051605	锅
1570336125147	24	1570336122204	兵 (NP)
1570891539926	24	1570891537546	顿
1572468901065	24	1572468896093	黄
1573891136682	24	1573891131947	愉
1576871893919	24	1576871495347	撞
1576939560427	24	1576939552591	叉
1577991523079	24	1577991388370	惜
1578148702347	24	1578148427947	择
1578166475058	24	1578166348291	伤
1578550418731	24	1578550246046	捆
1580640389798	24	1580640268055	燕
1580642380070	24	1580642344761	旬
1580933947376	24	1580933931578	猴
1582477339846	24	1582477327805	薄
1585389117080	24	1585389085991	形
1552162371669	23	1552162267566	羊
1552938400626	23	1552938276077	对
1556367888159	23	1556367744969	做
1557950467073	23	1557950367176	细
1558986788849	23	1558986732456	意
1558987078229	23	1558987023921	都
1561373129649	23	1561373100184	板
1562657068209	23	1562657002408	井
1562657287025	23	1562657068252	讲
1563186742588	23	1563185791671	联
1563192920467	23	1563192711884	饺
1563698222127	23	1563698189061	表
1566137075628	23	1566137027257	容
1566137179340	23	1566137075647	士
1566137207430	23	1566137179350	志
1566137457375	23	1566137438152	整
1566138048484	23	1566138028672	总
1566138189730	23	1566138173989	嗯
1566139383388	23	1566139361660	尚 (no pronounce)
1566139678811	23	1566139642940	划
1566140362797	23	1566140346064	雪
1569770522614	23	1569770518830	叶
1570086405968	23	1570086317341	育 (top, NP)
1570177252475	23	1570177250257	瘦
1570644618097	23	1570644614700	肥
1571069236896	23	1571069234154	裳
1571940340308	23	1571940337295	NA
1572329213148	23	1572329206638	朵
1574708335649	23	1574708332945	NA
1576872938918	23	1576872757818	制
1577877510550	23	1577877507676	烟
1577904787720	23	1577904759860	畀 (NS)
1578146959545	23	1578146710029	姨
1578148929528	23	1578148925958	NA
1578167921479	23	1578166475100	背
1578605032543	23	1578604854382	廊
1578896011522	23	1578895966179	丢
1579846154764	23	1579846123334	享 (NP)
1580636435353	23	1580636416299	队
1582204481570	23	1582204471149	落
1551542961148	22	1551542891515	亍 (no pronounce)
1552215998710	22	1552215906503	干
1552221562624	22	1552221496719	洗
1552938491615	22	1552938400657	树
1556368689405	22	1556368593337	观
1556368995137	22	1556368884317	内
1557952346354	22	1557952263755	头
1558986403420	22	1558986205622	仑 (NP)
1558987382651	22	1558987321094	然 (only left part, no story)
1561371369754	22	1561371342642	旁
1561372196030	22	1561372165100	此
1561372684712	22	1561372661460	劳
1561373273195	22	1561373249341	晴
1563695849753	22	1563695810187	应 (inner part, no pronounce)
1563696746888	22	1563696710927	重
1563697517817	22	1563697494981	与 (no pronounce)
1563697674596	22	1563697658087	巾
1563697720983	22	1563697695617	帀 (no pronounce)
1563697753905	22	1563697720990	师
1565813382535	22	1565813356456	极
1566139361652	22	1566139339580	调
1566140280652	22	1566140266111	忘
1569027573918	22	1569027569645	争
1569027764132	22	1569027753505	椅
1569474232401	22	1569474225944	赛
1569610907089	22	1569610904303	轮
1570044721235	22	1570044715608	博
1570077161569	22	1570077020771	监 (NP)
1570107192064	22	1570107186259	腿
1570511132939	22	1570511109781	退
1571806605584	22	1571806590204	尃 (NP)
1573540655440	22	1573540577213	NA
1575008124926	22	1575008121808	凡 (NP)
1576656690573	22	1576656680349	德
1576737227721	22	1576737220160	兔
1576915420548	22	1576915411786	顺
1577091333889	22	1577091330611	筷
1577307074884	22	1577306081266	躲
1577994059676	22	1577993426532	扔
1578151831135	22	1578151757976	桥
1578337884598	22	1578337801817	堆
1579361117834	22	1579360867979	舍 (tone 4)
1579436558474	22	1579436315901	裹
1581968800845	22	1581961550413	温
1584303294637	22	1584303267875	挑
1550920333715	21	1550920329028	外
1551542585260	21	1551542494587	别
1551543561951	21	1551543491819	连
1551616512555	21	1551616417915	村
1552215546160	21	1552215506816	之
1552221115934	21	1552221035853	胜
1554032618909	21	1554032406747	长
1554032934413	21	1554032843767	体
1554630392558	21	1554630310284	差
1556367198173	21	1556367043604	作
1556367744910	21	1556367538673	左
1556369100667	21	1556368995146	呐
1557949990357	21	1557949755754	词
1557951012245	21	1557950933942	尤
1558986870820	21	1558986830154	成
1560110257588	21	1560110220262	导
1561372016011	21	1561371990363	评
1561372306131	21	1561372261938	倍
1561372341973	21	1561372306137	部
1561372491903	21	1561372457153	乐
1561373518930	21	1561373481391	亭
1562658286257	21	1562657977873	改
1562735280725	21	1562735160122	棋
1563193213015	21	1563192920505	较
1563193750308	21	1563193540676	牛
1563695810181	21	1563695756293	歌
1563696251416	21	1563696228511	亚
1566136956432	21	1566136928059	治
1566137290934	21	1566137273693	矢 (NP)
1566137675930	21	1566137659306	难
1566137805575	21	1566137788200	客
1566138173982	21	1566138155132	恩 (no pronounce)
1566140169230	21	1566140151065	厄 (no pronounce)
1566140266104	21	1566140250053	忙
1568975119778	21	1568975011614	齐 (no pronounce)
1569027837908	21	1569027828698	帮
1570099754499	21	1570099751528	摸
1570250141075	21	1570249971971	奂 (NP)
1570810373942	21	1570810356663	革
1571321285051	21	1571321277196	试
1571939547534	21	1571939544637	康
1572468717106	21	1572468706282	量
1572546193052	21	1572546190427	衬
1573029360797	21	1573029347951	NA
1574661658206	21	1574661598843	君 (NP)
1575709007735	21	1575709001480	聪
1576093264309	21	1576093261341	琴
1576824795295	21	1576824768892	仔
1576947705437	21	1576947651598	野
1577909421191	21	1577909392838	舅
1578253429445	21	1578253267044	栋
1578253791413	21	1578253429470	柜
1578318592886	21	1578318503450	弄
1578325673859	21	1578325465267	沙
1578562690398	21	1578562672859	末
1578895937357	21	1578895934842	穷
1579120666955	21	1579120655363	率
1579436032833	21	1579435756254	规
1579726146375	21	1579726143477	醇
1580450667064	21	1580450634777	弗 (NP)
1582474093440	21	1582474065374	皂
1583352546716	21	1583352505508	蹲
1584303400291	21	1584303366506	残
1585388825837	21	1585388799822	补
1585388988642	21	1585388942279	遵
1586325571594	21	1586325567225	势
1588187725025	21	1588187721873	盼
1550920147948	20	1550920140713	又
1550920234248	20	1550920226246	月
1550920313973	20	1550920307397	语
1552221230508	20	1552221178634	星
1552221965865	20	1552221916564	首
1552938062413	20	1552937979173	而
1552938999446	20	1552938891701	同
1554032752118	20	1554032658766	张
1554033567889	20	1554033512783	占
1554629375913	20	1554629081368	克
1554629444792	20	1554629375945	辛
1556368463901	20	1556368280645	见
1557951766881	20	1557951579676	近
1560026309754	20	1560025986806	当
1560110531429	20	1560110506201	眼
1562664798615	20	1562664638255	暖
1563089457571	20	1563088900995	予 (NP)
1563165685531	20	1563165483608	敬
1563165805328	20	1563165685580	苟
1563209570589	20	1563209308932	蜜
1563696341662	20	1563696311301	史
1563696422898	20	1563696394860	更
1563696685330	20	1563696625321	觉
1563698825519	20	1563698758668	民
1565813625947	20	1565813600543	楼
1565813675799	20	1565813650978	室
1565813823612	20	1565813807655	页
1566137694056	20	1566137675940	毛
1566139396782	20	1566139383399	躺
1566140037188	20	1566140008505	报 (right part, no pronounce)
1566140186795	20	1566140169239	危
1567925999453	20	1567925997003	选
1569399453363	20	1569399448807	厕
1570035494876	20	1570035486697	聊
1570103135609	20	1570103131722	蒙
1570644768560	20	1570644764766	毕
1570683668528	20	1570683583999	呙 (NP)
1571334288645	20	1571334277209	修
1572468585918	20	1572468576375	普
1575468507689	20	1575468502972	价
1576824553840	20	1576824546809	捉
1577604991253	20	1577604945785	卷 (NP)
1577782285262	20	1577782282880	NA
1577906491570	20	1577906467722	浅
1578241460410	20	1578241357420	血
1578594941125	20	1578594668575	闹
1579360867957	20	1579360431673	宿
1579367084309	20	1579366727374	竖
1581018573683	20	1581018461667	格
1582474013150	20	1582473902044	珠
1583304409486	20	1583304406336	领
1552220496530	19	1552220344299	母
1554031881403	19	1554031837783	年 (no story, lower part - minus cloud)
1556369674679	19	1556369609120	满
1556369793804	19	1556369674686	互
1556369940961	19	1556369865891	比
1560110421524	19	1560110381900	足
1561371787251	19	1561371745291	南 (only inner character part, no pronounce)
1561373842026	19	1561373818769	答
1562300427557	19	1562300256578	省
1562479891169	19	1562479511833	扇
1562738579218	19	1562738470658	密
1563187467506	19	1563187080667	信
1563696147582	19	1563696117053	旧
1563697289051	19	1563697265511	色
1565811425134	19	1565811391709	话
1566137713439	19	1566137694064	集
1566139947673	19	1566139908633	节
1566140110325	19	1566140091541	通
1567925859442	19	1567925854576	挤
1569046654928	19	1569046580864	厅
1569474279183	19	1569474273359	狗
1569572778273	19	1569572775799	袜
1569612879020	19	1569612876054	梯
1569771554475	19	1569771550466	图
1569954348931	19	1569954346467	除
1570173891277	19	1570173888787	婚
1570288669918	19	1570288666805	套
1570971836756	19	1570971714230	舞 (lower, NP)
1571037570502	19	1571037511480	羔 (NP)
1571334350546	19	1571334338040	鸭
1571938242903	19	1571938207546	饱
1576824718994	19	1576824553891	摇
1576871495318	19	1576871218547	拜
1576872757718	19	1576871893964	菊
1576945662015	19	1576945659120	波
1576946845562	19	1576946748691	犯
1577799741666	19	1577799729627	蛇
1577882770354	19	1577882709313	解 (RP, NP)
1577900849621	19	1577900836720	竹
1577901293674	19	1577900849685	材
1577911203489	19	1577911012171	宠
1578047234258	19	1578047231489	命
1578153453493	19	1578153386159	显 (NP)
1578343371805	19	1578343336793	卒 (NS)
1578594169795	19	1578593964088	挂
1579433501979	19	1579433329657	翻
1584559402270	19	1584559397635	胸
1584694332523	19	1584694312294	强
1584694425660	19	1584694375472	淘
1585389085962	19	1585389059932	拼
1585389278577	19	1585389248022	预
1550920187104	18	1550920173226	云
1550920197393	18	1550920187155	运
1554629081362	18	1554629030548	湖
1557949755730	18	1557949639248	司
1557952525304	18	1557952451718	卖
1560110659593	18	1560110643266	饿
1561371252741	18	1561371208475	方
1561371811436	18	1561371787259	南
1561373078800	18	1561373044896	反
1561373481381	18	1561373455268	亮
1561373595464	18	1561373564744	间
1562480183743	18	1562480050515	稀
1562661469989	18	1562661226920	欢
1562664182241	18	1562664044091	爱 (top four strokes, no pronounce)
1563698076047	18	1563698039797	社
1563698576182	18	1563698555621	组
1565811473949	18	1565811425145	适
1565813319345	18	1565813294577	术
1565813888926	18	1565813870042	圆
1566137977304	18	1566137933960	杂
1566138114365	18	1566138096183	才
1566138730000	18	1566138710810	及
1566139733762	18	1566139706194	咸
1566140387514	18	1566140371708	参
1566140421354	18	1566140402992	影
1568945623562	18	1568945620844	齿
1568945935053	18	1568945927725	另
1569027464879	18	1569027460501	饮
1569027692197	18	1569027680431	般
1569046167296	18	1569046162490	象
1569058023493	18	1569058019893	郊
1569162207513	18	1569162204641	舍 (NP)
1569396100784	18	1569396095297	虽
1570044689671	18	1570044685945	居
1570100042729	18	1570100039853	醒
1571289130441	18	1571288989575	曼 (NP)
1571473416321	18	1571473413216	短
1571583563706	18	1571583555506	烧
1572194423543	18	1572194420319	味
1575404214894	18	1575404207439	枪
1576700285763	18	1576700213426	贯 (NP)
1576911090651	18	1576911060465	朿 (NS)
1576947651566	18	1576946845598	神
1577301208819	18	1577301166931	配
1577909729049	18	1577909421219	养
1578318503423	18	1578318459894	蛙
1578336960656	18	1578336782818	盖
1578605358451	18	1578605148190	绑
1580294451660	18	1580294448519	欺
1580365429393	18	1580365247460	费
1580624084738	18	1580624081883	悲
1580635909647	18	1580635875280	涨
1581018770782	18	1581018755457	抓
1581080268410	18	1581080265319	曾
1550920244355	17	1550920239150	有
1551616139520	17	1551615954486	要
1552214543263	17	1552214444160	础
1552215143198	17	1552215041931	㝵 (no pronounce)
1552220554600	17	1552220496566	每
1554032843758	17	1554032752131	本
1554629949081	17	1554629863560	看
1556368280638	17	1556368141419	右
1556369371502	17	1556369248550	两
1557950017315	17	1557949990394	典 (without legs, no story)
1557952144578	17	1557952018327	经
1560110381892	17	1560110342391	种
1561371745283	17	1561371720685	院
1561372457143	17	1561372423643	东
1562329248722	17	1562328932345	投
1562483047586	17	1562482918954	腰
1562661672424	17	1562661470030	久
1562745299951	17	1562745021356	照
1562746586279	17	1562746375622	程
1563696028181	17	1563696001222	化
1563697110575	17	1563697076267	气
1563697132671	17	1563697110581	汽
1563698432439	17	1563698409822	坏
1563698465646	17	1563698432446	且
1565813747532	17	1565813726955	提
1565855156578	17	1565855153875	原
1566137006974	17	1566136980138	始
1566137511529	17	1566137497524	亥 (no story)
1566137788188	17	1566137771089	路
1566138660073	17	1566138638008	汤
1566139535440	17	1566139512020	鱼
1568031923010	17	1568031913267	丈
1569027935457	17	1569027930447	妻
1569164989160	17	1569164967589	邦 (NP)
1569167336100	17	1569167308517	昌 (NP)
1569499369467	17	1569499344665	宛 (NP)
1569610681252	17	1569610669073	瑞
1570103233021	17	1570103228525	池
1570337479518	17	1570337343070	约 (NP)
1571470150537	17	1571470046253	刍 (NP)
1572468519379	17	1572468495503	伙
1572468668025	17	1572468648122	售
1574498821603	17	1574498788670	俞 (NS)
1574661700278	17	1574661658243	尹 (NS)
1576736113518	17	1576736066254	武
1577089691824	17	1577089529697	努
1577908451479	17	1577908404874	韦 (NS)
1580624624098	17	1580624569971	懒
1581961550382	17	1581961521077	宁
1582477515453	17	1582477339898	纤
1583653375359	17	1583653351851	军
1584303339748	17	1584303294677	剔
1584647297912	17	1584647282796	汁
1585717653400	17	1585717650930	尊
1551543760806	16	1551543660845	去
1551616397116	16	1551616259074	从
1552215506808	16	1552215356097	以
1552221779051	16	1552221724549	何
1552222020999	16	1552221965871	道
1552937886712	16	1552937833831	一 on top of 口 (no pronounce)
1552939476574	16	1552939360875	想
1554032318900	16	1554032196825	广
1554032406738	16	1554032318909	床
1556368857439	16	1556368798929	苦
1560110556480	16	1560110531457	银
1561371208469	16	1561371173139	闻
1561371669113	16	1561371638903	远
1561372749062	16	1561372684723	加
1562665407454	16	1562665179771	把
1562665763543	16	1562665585511	爬
1562928145138	16	1562927763758	枣
1563696710920	16	1563696685342	定
1563697265504	16	1563697235060	全
1563697419741	16	1563697396224	嘴
1563697540155	16	1563697517825	写
1563697589227	16	1563697552989	号
1563698409816	16	1563698391785	破
1563698873580	16	1563698850864	代
1566137321908	16	1566137309334	匚 (no story)
1566137381298	16	1566137359918	贵
1566137417676	16	1566137401511	束
1566137438145	16	1566137417688	整 (only upper, no pronounce)
1566137531029	16	1566137511542	该
1566138063670	16	1566138048494	责
1566138430653	16	1566138374741	物
1566138710803	16	1566138692353	奶
1566140545110	16	1566140527194	世
1568017509930	16	1568017499408	终
1569027877443	16	1569027873907	蛋
1569046268018	16	1569046249288	散
1569215951844	16	1569215922195	钱 (RP NS)
1569527099813	16	1569527086451	码
1574944431385	16	1574944428504	降
1575440283191	16	1575440259497	仓 (NP)
1576696063160	16	1576696057424	桌
1577258527250	16	1577258524346	于
1577306081198	16	1577305986163	标
1577724633559	16	1577724538144	段
1577884833179	16	1577884798517	NA
1578254356987	16	1578254219090	匙
1578326154112	16	1578325839046	岩
1579366450275	16	1579366237272	墨
1580926704616	16	1580926421835	误
1582831601774	16	1582831288514	敢
1582833033811	16	1582833018623	晕
1583179234427	16	1583179204582	乱
1583314548467	16	1583314545212	篇
1584985730378	16	1584985717352	抱
1550920345662	15	1550920341499	分
1550920361661	15	1550920350603	倒
1551544230186	15	1551544149121	Horns + 一 (no pronounce)
1551615954477	15	1551615894137	西
1552214245090	15	1552214149012	样
1552937833825	15	1552937794604	厂 (with slight slope on top line, no story)
1552937930244	15	1552937886726	后
1552938187073	15	1552938124931	找
1554628910951	15	1554628829961	故
1554630025557	15	1554629949089	讨
1554630279930	15	1554630230590	接
1557950520410	15	1557950467085	其
1557951072101	15	1557951012256	京 (only top box and lid, no pronounce)
1557951940491	15	1557951865717	新
1558986962270	15	1558986870830	城
1558987277043	15	1558987211816	孝 (no pronounce)
1560110220230	15	1560110152975	起
1561371342635	15	1561371314564	放
1561371407744	15	1561371369786	万
1561373658409	15	1561373630615	合
1562418284957	15	1562418060014	流
1562657977828	15	1562657287067	进
1562757061271	15	1562756864762	空
1563010578900	15	1563010383472	夜
1563174482811	15	1563174370285	速
1563187080629	15	1563186742624	言
1563695892411	15	1563695849763	应
1563696311265	15	1563696282090	碰
1565813770176	15	1565813747543	让
1566136980122	15	1566136956478	抬
1566137826948	15	1566137805586	丙 (no pronounce)
1566139786194	15	1566139767509	布
1566140402984	15	1566140387525	景
1568021162134	15	1568021158373	铁
1569046222422	15	1569046201081	宾
1569474417530	15	1569474405527	迎
1569772536357	15	1569772531759	跑
1569954195596	15	1569954190946	蓝
1570642288536	15	1570642286204	薪
1570644182118	15	1570644179774	尝
1571634176611	15	1571634164000	曹 (NP)
1572169270180	15	1572169140487	NA
1572344322423	15	1572344197178	免 (NP)
1572468971069	15	1572468967587	萄
1572518225897	15	1572518219062	NA
1572701242067	15	1572701239210	洞
1572980632206	15	1572980626847	矮
1573383570064	15	1573383439211	黄 (middle, NP)
1576824254262	15	1576824244842	钓
1576913914966	15	1576913788436	童
1577091422792	15	1577091420224	季
1577374410319	15	1577374349779	匆
1577448150417	15	1577448147751	锻
1577609552660	15	1577609514660	恨
1577906467674	15	1577906434018	橙
1578166066770	15	1578165929367	按
1579362057226	15	1579361821397	福
1579367276571	15	1579367084323	挺
