card_id	reviews	curr_dur	curr_ease	avg_ease	notes_id	character
1575267078960	29	13	ease_3	2.310344827586207	1575267019625	付
1576735993661	29	19	ease_3	2.310344827586207	1576735990310	赋
1576945850131	29	32	ease_3	2.3448275862068964	1576945712108	虫
1577906676130	29	23	ease_3	2.2758620689655173	1577906491590	桶
1579366237197	29	9	ease_2	2.1724137931034484	1579365974581	管
1579436212621	29	15	ease_2	2.1724137931034484	1579436032867	版
1580636464783	29	10	ease_3	2.3448275862068964	1580636435439	币
1580640268015	29	7	ease_3	2.206896551724138	1580640239302	梁
1584303452135	29	4	ease_3	2.103448275862069	1584303400352	忍
1554033208474	28	90	ease_2	2.5357142857142856	1554033129799	位
1554628829950	28	18	ease_3	2.642857142857143	1554628787084	古
1558986205616	28	83	ease_3	2.107142857142857	1558986107563	指
1560110049002	28	92	ease_3	2.2142857142857144	1560109982429	已
1561371550782	28	42	ease_3	2.1785714285714284	1561371509864	往
1561373249308	28	66	ease_3	2.3214285714285716	1561373222240	清
1563697176699	28	6	ease_2	2.4642857142857144	1563697149355	亿
1563698281804	28	52	ease_3	2.392857142857143	1563698251286	农
1566138028666	28	84	ease_3	2.4642857142857144	1566138010191	脏
1566138681881	28	38	ease_3	2.2857142857142856	1566138660091	扬
1569524664127	28	27	ease_3	2.357142857142857	1569524574797	卬 (NP)
1571077479732	28	18	ease_2	2.4285714285714284	1571077473761	穿
1571334296383	28	6	ease_3	2.4642857142857144	1571334288693	婆
1575315767862	28	4	ease_3	2.2142857142857144	1575315761991	举
1576947886194	28	20	ease_3	2.25	1576947837695	升
1578893590690	28	9	ease_3	2.357142857142857	1578893358411	途
1579360431623	28	15	ease_3	2.1785714285714284	1579360232636	富
1579361533729	28	7	ease_3	2.142857142857143	1579361117869	勤
1581595842129	28	7	ease_3	2.142857142857143	1581595824981	傻
1581969770273	28	12	ease_3	2.1785714285714284	1581968800887	值
1552214444114	27	16	ease_3	2.4074074074074074	1552214379038	石
1552221433690	27	68	ease_2	2.4444444444444446	1552221328815	先
1557950754893	27	12	ease_3	2.4444444444444446	1557950520418	期
1557952223743	27	48	ease_3	2.5185185185185186	1557952144584	轻
1558987023913	27	109	ease_3	2.3703703703703702	1558986992651	者
1560109876069	27	88	ease_3	2.2962962962962963	1560109788724	记
1561371922476	27	9	ease_3	2.259259259259259	1561371811443	幸
1561372591791	27	60	ease_3	2.4444444444444446	1561372570674	第
1563174338767	27	14	ease_3	2.4814814814814814	1563174204284	豆
1563696625289	27	78	ease_2	2.4444444444444446	1563696591008	决
1563698153536	27	98	ease_3	2.3333333333333335	1563698103243	视
1565811391697	27	25	ease_4	2.3703703703703702	1565811367037	刮
1565813294535	27	10	ease_3	2.1481481481481484	1565811474019	活
1565813513998	27	10	ease_3	2.4444444444444446	1565813484938	义
1566139570206	27	26	ease_2	2.4074074074074074	1566139553463	壬 (no pronounce)
1566139970618	27	16	ease_3	2.4074074074074074	1566139947681	却
1566140053779	27	53	ease_3	2.259259259259259	1566140037199	报
1566140130260	27	55	ease_3	2.3703703703703702	1566140110332	痛
1569027725038	27	34	ease_3	2.4074074074074074	1569027719551	环
1569087254313	27	24	ease_3	2.4074074074074074	1569087246517	纸
1569527139822	27	33	ease_3	2.5185185185185186	1569527132847	展
1571334277176	27	19	ease_3	2.4444444444444446	1571334260637	逛
1572159848254	27	41	ease_3	2.2962962962962963	1572159730198	并
1572701273277	27	17	ease_3	2.3333333333333335	1572701270613	酪
1573753487367	27	5	ease_3	2.2222222222222223	1573753478014	议
1577090474884	27	13	ease_3	2.3333333333333335	1577090468295	NA
1577701583993	27	14	ease_2	2.3703703703703702	1577701581138	遇
1578148702347	27	4	ease_3	2.037037037037037	1578148427947	择
1579367781544	27	28	ease_3	2.074074074074074	1579367643469	缺
1580465104493	27	12	ease_3	2.3333333333333335	1580464935259	状
1582474133019	27	9	ease_3	2.185185185185185	1582474093493	枕
1552216222419	26	118	ease_3	2.3076923076923075	1552216109507	和
1558986513084	26	81	ease_2	2.3461538461538463	1558986451890	认
1563697345533	26	68	ease_3	2.3076923076923075	1563697289063	角
1566137273655	26	75	ease_3	2.3076923076923075	1566137254463	装
1566137659295	26	69	ease_3	2.1923076923076925	1566137639255	推
1566137771075	26	38	ease_3	2.5384615384615383	1566137754210	各
1566138096175	26	50	ease_3	2.3846153846153846	1566138079907	负
1566138374732	26	68	ease_2	2.269230769230769	1566138331315	忽
1566138800802	26	17	ease_3	2.3846153846153846	1566138759690	泉
1566140008496	26	27	ease_3	2.3076923076923075	1566139970626	脚
1568031809461	26	25	ease_3	2.230769230769231	1568031807162	塑
1568945903645	26	24	ease_3	2.3076923076923075	1568945900342	类
1569592028572	26	56	ease_2	2.423076923076923	1569592025433	底
1570044685936	26	23	ease_3	2.423076923076923	1570044678972	邻
1570288617823	26	24	ease_3	2.5	1570288614044	钢
1570509547528	26	37	ease_3	2.3076923076923075	1570509336456	建
1572468605543	26	7	ease_3	2.3461538461538463	1572468585952	针
1572468936647	26	16	ease_3	2.5	1572468932667	矿
1576617403992	26	19	ease_3	2.423076923076923	1576617382608	敲
1577003379805	26	21	ease_3	2.3076923076923075	1577003339136	毋 (NS)
1577991913180	26	19	ease_3	2.3076923076923075	1577991790013	栏
1578592833695	26	5	ease_3	2.3461538461538463	1578592587090	县
1579433167798	26	15	ease_2	2.230769230769231	1579433027689	局
1585389247941	26	11	ease_3	2	1585389226934	职
1551615206825	25	147	ease_3	2.28	1551615144635	目
1551616677818	25	136	ease_3	2.48	1551616618323	身
1554628634110	25	29	ease_3	2.48	1554628510383	课
1556370015991	25	71	ease_3	2.48	1556369940968	批
1557950856635	25	89	ease_2	2.44	1557950754929	基
1562478564925	25	20	ease_4	2.52	1562478307874	厨
1562758099701	25	69	ease_3	2.36	1562757137065	墓
1563069725956	25	56	ease_3	2.24	1563069637779	竟
1563696477500	25	100	ease_3	2.12	1563696422905	便
1563698511426	25	91	ease_2	2.2	1563698486170	助
1563698850857	25	31	ease_3	2.44	1563698825550	弋 (no pronounce)
1566139589294	25	51	ease_2	2.2	1566139570213	任
1566139642930	25	29	ease_3	2.28	1566139604567	设
1566140071434	25	28	ease_2	2.32	1566140053786	服
1566140632455	25	79	ease_2	1.96	1566140611529	变
1569027443161	25	71	ease_3	2.04	1569027440036	具
1569474299229	25	6	ease_3	2.44	1569474294401	系
1569610707578	25	30	ease_3	2.4	1569610698639	裤
1570044624579	25	57	ease_3	2.28	1570044612391	换
1570177054785	25	11	ease_3	2.28	1570177051605	锅
1571334329176	25	34	ease_3	2.28	1571334325583	守
1573891136682	25	28	ease_3	2.28	1573891131947	愉
1575008124926	25	4	ease_3	2.48	1575008121808	凡 (NP)
1576737678438	25	8	ease_3	2.32	1576737649782	替
1576947837648	25	23	ease_3	2.24	1576947705458	输
1577219657843	25	20	ease_3	2.36	1577219654991	留
1578166475058	25	13	ease_2	2.32	1578166348291	伤
1578550418731	25	23	ease_3	2.28	1578550246046	捆
1579365087997	25	25	ease_2	2.2	1579364592648	雄
1580933947376	25	11	ease_3	2.32	1580933931578	猴
1582477339846	25	8	ease_2	2.28	1582477327805	薄
1583353160091	25	12	ease_3	1.88	1583353127110	探
1585389117080	25	5	ease_3	2.04	1585389085991	形
1551543108453	24	105	ease_3	2.2916666666666665	1551542961155	行
1552215698373	24	192	ease_3	2.4166666666666665	1552215645080	办
1552221684802	24	105	ease_3	2.25	1552221562631	可
1552937794568	24	135	ease_2	2.5	1552937671546	厂
1558986562730	24	70	ease_3	2.375	1558986513092	只
1560109788717	24	108	ease_3	2.2916666666666665	1560109738639	己
1560109982419	24	75	ease_3	2.5416666666666665	1560109876101	纪
1560110580964	24	38	ease_3	2.5416666666666665	1560110556490	良
1561371314556	24	58	ease_3	2.375	1561371285299	房
1562657068209	24	116	ease_3	2.625	1562657002408	井
1562657287025	24	84	ease_3	2.5	1562657068252	讲
1563697824194	24	46	ease_3	2.375	1563697796867	带
1563698660330	24	80	ease_3	2.4583333333333335	1563698639946	直
1566137179340	24	76	ease_2	2.4583333333333335	1566137075647	士
1566139383388	24	34	ease_3	2.5	1566139361660	尚 (no pronounce)
1566140497822	24	4	ease_4	2.4166666666666665	1566140477726	渴
1566140579959	24	46	ease_3	2.375	1566140565087	介
1569027873854	24	57	ease_3	2.4166666666666665	1569027858791	鸡
1569074873168	24	46	ease_3	2.2916666666666665	1569074867879	船
1569527366136	24	50	ease_3	2.5416666666666665	1569527359738	糕
1570086405968	24	37	ease_3	2.625	1570086317341	育 (top, NP)
1570336125147	24	43	ease_2	2.5	1570336122204	兵 (NP)
1570891539926	24	36	ease_2	2.25	1570891537546	顿
1572329213148	24	41	ease_3	2.4166666666666665	1572329206638	朵
1572468901065	24	24	ease_3	2.4583333333333335	1572468896093	黄
1576871893919	24	32	ease_2	2.125	1576871495347	撞
1576939560427	24	14	ease_3	2.4583333333333335	1576939552591	叉
1577991523079	24	34	ease_3	2.3333333333333335	1577991388370	惜
1578146959545	24	12	ease_3	2.25	1578146710029	姨
1578605032543	24	41	ease_3	2.3333333333333335	1578604854382	廊
1579436558474	24	6	ease_3	2.1666666666666665	1579436315901	裹
1580640389798	24	9	ease_3	2.4166666666666665	1580640268055	燕
1580642380070	24	9	ease_3	2.375	1580642344761	旬
1552162371669	23	141	ease_3	2.4347826086956523	1552162267566	羊
1552938400626	23	117	ease_3	2.3043478260869565	1552938276077	对
1556367888159	23	115	ease_3	2.4347826086956523	1556367744969	做
1557950467073	23	59	ease_3	2.4782608695652173	1557950367176	细
1557952346354	23	6	ease_3	2.4782608695652173	1557952263755	头
1558986788849	23	68	ease_3	2.1739130434782608	1558986732456	意
1558987078229	23	84	ease_3	2.347826086956522	1558987023921	都
1558987382651	23	12	ease_3	2.4782608695652173	1558987321094	然 (only left part, no story)
1561373129649	23	63	ease_3	2.4347826086956523	1561373100184	板
1563186742588	23	59	ease_3	2.3043478260869565	1563185791671	联
1563192920467	23	85	ease_3	2.5652173913043477	1563192711884	饺
1563698222127	23	51	ease_3	2.347826086956522	1563698189061	表
1566137075628	23	64	ease_3	2.347826086956522	1566137027257	容
1566137207430	23	98	ease_3	2.260869565217391	1566137179350	志
1566137457375	23	76	ease_3	2.391304347826087	1566137438152	整
1566138048484	23	40	ease_3	2.5652173913043477	1566138028672	总
1566138189730	23	50	ease_2	2.391304347826087	1566138173989	嗯
1566139678811	23	55	ease_3	2.347826086956522	1566139642940	划
1566140362797	23	61	ease_3	2.4782608695652173	1566140346064	雪
1569770522614	23	36	ease_3	2.5652173913043477	1569770518830	叶
1570177252475	23	57	ease_3	2.4782608695652173	1570177250257	瘦
1570644618097	23	21	ease_2	2.347826086956522	1570644614700	肥
1571069236896	23	20	ease_3	2.5652173913043477	1571069234154	裳
1571940340308	23	32	ease_3	2.347826086956522	1571940337295	NA
1574708335649	23	19	ease_3	2.3043478260869565	1574708332945	NA
1576656690573	23	14	ease_3	2.391304347826087	1576656680349	德
1576737227721	23	12	ease_3	2.5652173913043477	1576737220160	兔
1576872938918	23	42	ease_3	2.0434782608695654	1576872757818	制
1577877510550	23	24	ease_3	2.4347826086956523	1577877507676	烟
1577904787720	23	28	ease_3	2.4347826086956523	1577904759860	畀 (NS)
1577994059676	23	5	ease_3	2.4782608695652173	1577993426532	扔
1578148929528	23	31	ease_2	1.8695652173913044	1578148925958	NA
1578167921479	23	21	ease_3	2.391304347826087	1578166475100	背
1578896011522	23	19	ease_3	2.260869565217391	1578895966179	丢
1579846154764	23	12	ease_3	2.217391304347826	1579846123334	享 (NP)
1580636435353	23	20	ease_3	2.260869565217391	1580636416299	队
1581968800845	23	8	ease_2	2.130434782608696	1581961550413	温
1582204481570	23	15	ease_3	2.3043478260869565	1582204471149	落
1584303294637	23	13	ease_3	2.1739130434782608	1584303267875	挑
1551542961148	22	152	ease_3	2.409090909090909	1551542891515	亍 (no pronounce)
1552215998710	22	126	ease_2	2.4545454545454546	1552215906503	干
1552221562624	22	137	ease_3	2.4545454545454546	1552221496719	洗
1552938491615	22	132	ease_3	2.5	1552938400657	树
1556367198173	22	99	ease_3	2.590909090909091	1556367043604	作
1556368689405	22	71	ease_3	2.5	1556368593337	观
1556368995137	22	114	ease_3	2.5	1556368884317	内
1558986403420	22	64	ease_3	2.590909090909091	1558986205622	仑 (NP)
1561371369754	22	110	ease_3	2.409090909090909	1561371342642	旁
1561372196030	22	55	ease_2	2.227272727272727	1561372165100	此
1561372341973	22	91	ease_3	2.5	1561372306137	部
1561372684712	22	112	ease_3	2.227272727272727	1561372661460	劳
1561373273195	22	66	ease_3	2.5	1561373249341	晴
1561373518930	22	52	ease_3	2.4545454545454546	1561373481391	亭
1563695849753	22	69	ease_3	2.3636363636363638	1563695810187	应 (inner part, no pronounce)
1563696746888	22	87	ease_3	2.3636363636363638	1563696710927	重
1563697517817	22	64	ease_3	2.5	1563697494981	与 (no pronounce)
1563697674596	22	54	ease_3	2.3636363636363638	1563697658087	巾
1563697720983	22	34	ease_3	2.4545454545454546	1563697695617	帀 (no pronounce)
1563697753905	22	76	ease_3	2.4545454545454546	1563697720990	师
1565813382535	22	92	ease_2	2.0454545454545454	1565813356456	极
1566139361652	22	71	ease_2	2.227272727272727	1566139339580	调
1566140280652	22	56	ease_3	2.409090909090909	1566140266111	忘
1569027573918	22	56	ease_3	2.1818181818181817	1569027569645	争
1569027764132	22	47	ease_3	2.5454545454545454	1569027753505	椅
1569474232401	22	45	ease_3	2.1363636363636362	1569474225944	赛
1570044721235	22	21	ease_3	2.5454545454545454	1570044715608	博
1570077161569	22	35	ease_3	2.5	1570077020771	监 (NP)
1570099754499	22	3	ease_3	2.409090909090909	1570099751528	摸
1570107192064	22	80	ease_3	2.272727272727273	1570107186259	腿
1570250141075	22	6	ease_3	2.409090909090909	1570249971971	奂 (NP)
1570511132939	22	83	ease_2	2.272727272727273	1570511109781	退
1571806605584	22	49	ease_3	2.272727272727273	1571806590204	尃 (NP)
1571939547534	22	58	ease_3	2.4545454545454546	1571939544637	康
1573540655440	22	37	ease_3	2.409090909090909	1573540577213	NA
1576824795295	22	31	ease_3	2.3181818181818183	1576824768892	仔
1576915420548	22	57	ease_2	2.090909090909091	1576915411786	顺
1577091333889	22	33	ease_2	2.3636363636363638	1577091330611	筷
1578318592886	22	21	ease_3	2.4545454545454546	1578318503450	弄
1578337884598	22	13	ease_3	2.272727272727273	1578337801817	堆
1578562690398	22	54	ease_3	2.3636363636363638	1578562672859	末
1578594941125	22	4	ease_3	2.272727272727273	1578594668575	闹
1579361117834	22	19	ease_3	2.090909090909091	1579360867979	舍 (tone 4)
1579726146375	22	31	ease_3	2.3181818181818183	1579726143477	醇
1580450667064	22	21	ease_3	2.1818181818181817	1580450634777	弗 (NP)
1582474093440	22	10	ease_3	2.3181818181818183	1582474065374	皂
1583352546716	22	6	ease_3	2.3181818181818183	1583352505508	蹲
1584303400291	22	8	ease_3	2.0454545454545454	1584303366506	残
1585388988642	22	6	ease_3	2	1585388942279	遵
1550920333715	21	73	ease_3	2.5238095238095237	1550920329028	外
1551542585260	21	157	ease_3	2.5238095238095237	1551542494587	别
1551543561951	21	117	ease_3	2.2857142857142856	1551543491819	连
1551616512555	21	155	ease_3	2.0476190476190474	1551616417915	村
1552215546160	21	82	ease_3	2.4761904761904763	1552215506816	之
1552221115934	21	86	ease_3	2.380952380952381	1552221035853	胜
1554032618909	21	88	ease_3	2.2857142857142856	1554032406747	长
1554032934413	21	158	ease_3	2.2857142857142856	1554032843767	体
1554630392558	21	97	ease_3	2.4761904761904763	1554630310284	差
1556367744910	21	125	ease_3	2.2857142857142856	1556367538673	左
1556369100667	21	112	ease_3	2.619047619047619	1556368995146	呐
1557949990357	21	101	ease_3	2.2857142857142856	1557949755754	词
1557951012245	21	83	ease_3	2.5714285714285716	1557950933942	尤
1558986870820	21	115	ease_3	2.380952380952381	1558986830154	成
1560110257588	21	144	ease_3	2.4285714285714284	1560110220262	导
1561372016011	21	16	ease_3	2.4285714285714284	1561371990363	评
1561372306131	21	81	ease_2	2.380952380952381	1561372261938	倍
1561372491903	21	62	ease_3	2.4285714285714284	1561372457153	乐
