id	card_id	usn	ease	ivl	lastIvl	factor	time	type	character	duration	nbr
1555688975628	1550918662087	47	4	159	37	2950	6273	1	杯	37	5
1569386559737	1550918662087	142	3	454	159	2950	9875	1	杯	159	6
1550920722197	1550918733358	1	3	3	-60	2500	5450	0	力	6.944444444444445e-4	1
1550999532186	1550918733358	1	2	3	-600	2500	28664	3	力	0.006944444444444444	2
1551017793879	1550918733358	2	2	3	-600	2500	3461	3	力	0.006944444444444444	3
1551247901439	1550918733358	2	4	11	3	2650	3587	1	力	3	4
1551618304815	1550918733358	11	2	11	-600	2650	5746	3	力	0.006944444444444444	5
1552684469277	1550918733358	17	4	45	11	2800	23351	1	力	11	6
1556569570502	1550918733358	53	4	186	45	2950	14805	1	力	45	7
1572587679931	1550918733358	216	3	523	186	2950	8226	1	力	186	8
1551017916229	1550918825191	2	3	3	-60	2500	4458	0	女	6.944444444444445e-4	1
1551247846966	1550918825191	2	4	11	3	2650	3638	1	女	3	2
1551618314079	1550918825191	11	2	11	-600	2650	9257	3	女	0.006944444444444444	3
1552552781328	1550918825191	17	4	41	11	2800	6478	1	女	11	4
1556135823335	1550918825191	47	4	171	41	2950	11575	1	女	41	5
1570862228459	1550918825191	216	4	753	171	3100	4438	1	女	171	6
1550922317337	1550918921633	1	3	5	-60	2500	4141	0	子	6.944444444444445e-4	1
1551000503520	1550918921633	1	2	5	-600	2500	20644	3	子	0.006944444444444444	2
1551017540142	1550918921633	2	2	5	-600	2500	2845	3	子	0.006944444444444444	3
1551541353336	1550918921633	2	3	11	5	2500	4802	1	子	5	4
1552478458189	1550918921633	17	4	45	11	2650	10712	1	子	11	5
1556356739345	1550918921633	47	4	180	45	2800	4914	1	子	45	6
1571892853234	1550918921633	216	3	511	180	2800	16310	1	子	180	7
1551017807954	1550918982833	2	3	4	-60	2500	4665	0	好	6.944444444444445e-4	1
1551342685760	1550918982833	2	4	14	4	2650	3527	1	好	4	2
1552733157890	1550918982833	17	3	43	14	2650	15384	1	好	14	3
1556460210363	1550918982833	53	4	170	43	2800	6402	1	好	43	4
1571115751149	1550918982833	216	4	681	170	2950	9643	1	好	170	5
1551018331360	1550919106649	2	3	4	-60	2500	3013	0	八	6.944444444444445e-4	1
1551541893553	1550919106649	2	4	20	4	2650	5190	1	八	4	2
1553291621503	1550919106649	23	4	79	20	2800	4446	1	八	20	3
1560106121797	1550919106649	63	3	223	79	2800	8904	1	八	79	4
1579240071642	1550919106649	250	4	920	223	2950	3750	1	八	223	5
1551018468499	1550919164174	2	3	4	-60	2500	5527	0	白	6.944444444444445e-4	1
1551541596072	1550919164174	2	3	10	4	2500	4683	1	白	4	2
1552427136989	1550919164174	17	4	40	10	2650	10343	1	白	10	3
1555859709687	1550919164174	47	4	159	40	2800	54354	1	白	40	4
1569472263304	1550919164174	142	3	457	159	2800	8009	1	白	159	5
1551018569492	1550919243691	2	3	3	-60	2500	11859	0	勺 (no pronounce)	6.944444444444445e-4	1
1551247956210	1550919243691	2	4	12	3	2650	2936	1	勺 (no pronounce)	3	2
1551995429746	1550919243691	11	2	15	-600	2650	2789	3	勺 (no pronounce)	0.006944444444444444	3
1553288735912	1550919243691	23	4	60	15	2800	12950	1	勺 (no pronounce)	15	4
1558466386063	1550919243691	58	4	252	60	2950	7366	1	勺 (no pronounce)	60	5
1580104416383	1550919243691	257	2	294	252	2800	16605	1	勺 (no pronounce)	252	6
1551017647930	1550919355350	2	3	3	-60	2500	12776	0	文	6.944444444444445e-4	1
1551247984884	1550919355350	2	3	8	3	2500	4613	1	文	3	2
1551617940030	1550919355350	11	2	8	-600	2500	8375	3	文	0.006944444444444444	3
1551995442557	1550919355350	11	2	8	-600	2500	12803	3	文	0.006944444444444444	4
1552734508250	1550919355350	17	4	29	8	2650	8104	1	文	8	5
1555265369056	1550919355350	47	4	113	29	2800	6588	1	文	29	6
1564980186438	1550919355350	95	3	305	113	2800	12583	1	文	113	7
1550998355584	1550919414198	1	3	4	-60	2500	8189	0	门	6.944444444444445e-4	1
1551000533133	1550919414198	1	2	4	-600	2500	23347	3	门	0.006944444444444444	2
1551017734969	1550919414198	2	1	-600	-600	2500	3955	3	门	0.006944444444444444	3
1551018470847	1550919414198	2	2	1	-600	2500	2341	3	门	0.006944444444444444	4
1551091802650	1550919414198	2	3	4	1	2500	3226	1	门	1	5
1551541755277	1550919414198	2	3	10	4	2500	4378	1	门	4	6
1552427096303	1550919414198	17	4	36	10	2650	6447	1	门	10	7
1555516375465	1550919414198	47	3	97	36	2650	13078	1	门	36	8
1563856968690	1550919414198	94	3	264	97	2650	5703	1	门	97	9
1586586173595	1550919414198	493	4	1085	264	2800	14766	1	门	264	10
1551017537289	1550919668118	2	3	4	-60	2500	18302	0	正	6.944444444444445e-4	1
1551541959904	1550919668118	2	2	4	4	2350	14766	1	正	4	2
1551617905186	1550919668118	11	2	4	-600	2350	27335	3	正	0.006944444444444444	3
1551713951936	1550919668118	11	2	4	-600	2350	21371	3	正	0.006944444444444444	4
1552056862985	1550919668118	11	3	11	4	2350	10666	1	正	4	5
1553023847180	1550919668118	23	4	38	11	2500	22873	1	正	11	6
1556307518279	1550919668118	47	4	145	38	2650	27765	1	正	38	7
1568808982112	1550919668118	139	3	365	145	2650	9910	1	正	145	8
1551017485918	1550919735373	2	2	-600	-60	0	13191	0	手	6.944444444444445e-4	1
1551018153368	1550919735373	2	3	4	-600	2500	8329	3	手	0.006944444444444444	2
1551541341007	1550919735373	2	3	10	4	2500	8019	1	手	4	3
1552427341787	1550919735373	17	4	38	10	2650	6615	1	手	10	4
1555688817777	1550919735373	47	4	153	38	2800	6822	1	手	38	5
1568845172504	1550919735373	139	3	442	153	2800	42504	1	手	153	6
1551017708225	1550919848119	2	2	-600	-60	0	12521	0	什	6.944444444444445e-4	1
1551018345382	1550919848119	2	3	3	-600	2500	5116	3	什	0.006944444444444444	2
1551248014311	1550919848119	2	4	12	3	2650	5991	1	什	3	3
1551995457315	1550919848119	11	2	15	-600	2650	14752	3	什	0.006944444444444444	4
1553291526285	1550919848119	23	4	58	15	2800	12841	1	什	15	5
1558288509699	1550919848119	58	3	167	58	2800	9228	1	什	58	6
1572696487052	1550919848119	216	3	458	167	2800	11595	1	什	167	7
1550998861183	1550919910698	1	3	4	-60	2500	30002	0	五	6.944444444444445e-4	1
1551000538274	1550919910698	1	2	4	-600	2500	5134	3	五	0.006944444444444444	2
1551017593145	1550919910698	2	2	4	-600	2500	15650	3	五	0.006944444444444444	3
1551541834958	1550919910698	2	4	22	4	2650	7566	1	五	4	4
1553436969723	1550919910698	24	4	90	22	2800	10562	1	五	22	5
1561211073266	1550919910698	73	3	253	90	2800	21348	1	五	90	6
1582956037643	1550919910698	360	4	1026	253	2950	9666	1	五	253	7
1550999116488	1550919967634	1	3	3	-60	2500	30440	0	七	6.944444444444445e-4	1
1551000362556	1550919967634	1	2	3	-600	2500	5641	3	七	0.006944444444444444	2
1551018462959	1550919967634	2	2	3	-600	2500	9737	3	七	0.006944444444444444	3
1551248008311	1550919967634	2	2	3	3	2350	23413	1	七	3	4
1551541288461	1550919967634	2	2	3	3	2200	15684	1	七	3	5
1551617673460	1550919967634	11	2	3	-600	2200	21160	3	七	0.006944444444444444	6
1551628666510	1550919967634	11	2	3	-600	2200	6733	3	七	0.006944444444444444	7
1551713909973	1550919967634	11	2	3	-600	2200	8236	3	七	0.006944444444444444	8
1551947322171	1550919967634	11	4	9	3	2350	4651	1	七	3	9
1552816972793	1550919967634	17	4	31	9	2500	3769	1	七	9	10
1555516384772	1550919967634	47	3	76	31	2500	9266	1	七	31	11
1562030058137	1550919967634	85	3	184	76	2500	9197	1	七	76	12
1577987460963	1550919967634	216	3	442	184	2500	9002	1	七	184	13
1551018544290	1550920052168	2	2	-600	-60	0	17062	0	九	6.944444444444445e-4	1
1551018791499	1550920052168	2	1	-60	-600	0	17271	3	九	0.006944444444444444	2
1551018802402	1550920052168	2	3	5	-60	2500	2590	3	九	6.944444444444445e-4	3
1551541582113	1550920052168	2	3	12	5	2500	13868	1	九	5	4
1552552594899	1550920052168	17	4	44	12	2650	18116	1	九	12	5
1556356719378	1550920052168	47	4	171	44	2800	22054	1	九	44	6
1571115709286	1550920052168	216	4	739	171	2950	6898	1	九	171	7
1551018041918	1550920062114	2	2	-600	-60	0	24869	0	六	6.944444444444445e-4	1
1551018614467	1550920062114	2	1	-60	-600	0	2505	3	六	0.006944444444444444	2
1551018617571	1550920062114	2	2	-600	-60	0	3068	3	六	6.944444444444445e-4	3
1551018774220	1550920062114	2	1	-60	-600	0	11681	3	六	0.006944444444444444	4
1551018799803	1550920062114	2	3	4	-60	2500	8297	3	六	6.944444444444445e-4	5
1551342696442	1550920062114	2	4	15	4	2650	10677	1	六	4	6
1552733018753	1550920062114	17	3	39	15	2650	15079	1	六	15	7
1556135499101	1550920062114	47	4	149	39	2800	18525	1	六	39	8
1568942167715	1550920062114	139	3	415	149	2800	4309	1	六	149	9
1551018317485	1550920067793	2	2	-600	-60	0	13287	0	百	6.944444444444445e-4	1
1551018756300	1550920067793	2	3	5	-600	2500	8256	3	百	0.006944444444444444	2
1551541888354	1550920067793	2	3	11	5	2500	15193	1	百	5	3
1552478699677	1550920067793	17	4	42	11	2650	10437	1	百	11	4
1556135743776	1550920067793	47	3	107	42	2650	21129	1	百	42	5
1565331279066	1550920067793	95	3	283	107	2650	14838	1	百	107	6
1589695183957	1550920067793	544	4	1111	283	2800	6585	1	百	283	7
1550920487607	1550920075456	1	2	-600	-60	0	41927	0	边	6.944444444444445e-4	1
1550920907096	1550920075456	1	1	-60	-600	0	60000	0	边	0.006944444444444444	2
1550921436018	1550920075456	1	2	-600	-60	0	28389	0	边	6.944444444444445e-4	3
1550921471616	1550920075456	1	3	3	-600	2500	10233	0	边	0.006944444444444444	4
1550999553560	1550920075456	1	1	-600	-600	2500	21365	3	边	0.006944444444444444	5
1551000370368	1550920075456	1	2	1	-600	2500	7802	3	边	0.006944444444444444	6
1551017750637	1550920075456	2	1	-600	-600	2500	15660	3	边	0.006944444444444444	7
1551018437779	1550920075456	2	2	1	-600	2500	22628	3	边	0.006944444444444444	8
1551091833321	1550920075456	2	4	5	1	2650	10171	1	边	1	9
1551541934749	1550920075456	2	3	13	5	2650	6755	1	边	5	10
1552684240325	1550920075456	17	4	55	13	2800	5756	1	边	13	11
1557396381473	1550920075456	53	3	153	55	2800	8255	1	边	55	12
1570621931271	1550920075456	216	3	415	153	2800	8159	1	边	153	13
1551018334194	1550920083474	2	3	4	-60	2500	2826	0	卜 (no pronounce)	6.944444444444445e-4	1
1551541591381	1550920083474	2	4	21	4	2650	4900	1	卜 (no pronounce)	4	2
1553325424067	1550920083474	24	4	79	21	2800	7060	1	卜 (no pronounce)	21	3
1560167124615	1550920083474	68	3	219	79	2800	17326	1	卜 (no pronounce)	79	4
1578980955114	1550920083474	250	4	945	219	2950	5235	1	卜 (no pronounce)	219	5
1550920826964	1550920090253	1	3	4	-60	2500	18799	0	上	6.944444444444445e-4	1
1551000387444	1550920090253	1	2	4	-600	2500	12273	3	上	0.006944444444444444	2
1551017983510	1550920090253	2	2	4	-600	2500	4773	3	上	0.006944444444444444	3
1551541860492	1550920090253	2	2	6	4	2350	18660	1	上	4	4
1551618144345	1550920090253	11	2	6	-600	2350	9118	3	上	0.006944444444444444	5
1551979530114	1550920090253	11	2	7	-600	2350	11564	3	上	0.006944444444444444	6
1552552812977	1550920090253	17	4	21	7	2500	7960	1	上	7	7
1554407904928	1550920090253	31	4	76	21	2650	8542	1	上	21	8
1560926863582	1550920090253	73	4	297	76	2800	5052	1	上	76	9
1586499610747	1550920090253	487	4	1290	297	2950	11977	1	上	297	10
1551018500664	1550920094176	2	3	3	-60	2500	19309	0	下	6.944444444444445e-4	1
1551247933134	1550920094176	2	1	-600	3	2300	23591	1	下	3	2
1551248074446	1550920094176	2	2	1	-600	2300	14383	2	下	0.006944444444444444	3
1551342709076	1550920094176	2	4	3	1	2450	6750	1	下	1	4
1551611496034	1550920094176	9	2	4	3	2300	23454	1	下	3	5
1551617949214	1550920094176	11	2	4	-600	2300	9168	3	下	0.006944444444444444	6
1551713960785	1550920094176	11	2	4	-600	2300	8841	3	下	0.006944444444444444	7
1552056981622	1550920094176	11	4	15	4	2450	9658	1	下	4	8
1553325172002	1550920094176	24	4	55	15	2600	23084	1	下	15	9
1558101144988	1550920094176	58	3	138	55	2600	16911	1	下	55	10
1569990550791	1550920094176	216	3	346	138	2600	7383	1	下	138	11
1550995508648	1550920098094	1	3	5	-60	2500	5940	0	马	6.944444444444445e-4	1
1551000645665	1550920098094	1	2	5	-600	2500	8363	3	马	0.006944444444444444	2
1551018044905	1550920098094	2	1	-600	-600	2500	2973	3	马	0.006944444444444444	3
1551018675881	1550920098094	2	2	1	-600	2500	13926	3	马	0.006944444444444444	4
1551091836853	1550920098094	2	3	4	1	2500	3526	1	马	1	5
1551541656325	1550920098094	2	1	-600	4	2300	29684	1	马	4	6
1551541984041	1550920098094	2	2	1	-600	2300	2970	2	马	0.006944444444444444	7
1551611643141	1550920098094	9	4	5	1	2450	4717	1	马	1	8
1551618150774	1550920098094	11	2	5	-600	2450	6421	3	马	0.006944444444444444	9
1551714141726	1550920098094	11	2	5	-600	2450	4120	3	马	0.006944444444444444	10
1552151368338	1550920098094	11	3	10	5	2450	7381	1	马	5	11
1553024154145	1550920098094	23	4	36	10	2600	6366	1	马	10	12
1556135858798	1550920098094	47	4	145	36	2750	4877	1	马	36	13
1568585510940	1550920098094	139	4	583	145	2900	2230	1	马	145	14
1551017442623	1550920110086	2	3	5	-60	2500	20083	0	妈	6.944444444444445e-4	1
1551541568235	1550920110086	2	3	12	5	2500	14842	1	妈	5	2
1552552699468	1550920110086	17	4	49	12	2650	14062	1	妈	12	3
1556818750621	1550920110086	53	4	199	49	2800	8795	1	妈	49	4
1573975894221	1550920110086	216	4	810	199	2950	22315	1	妈	199	5
1551018358506	1550920117140	2	2	-600	-60	0	13117	0	大	6.944444444444445e-4	1
1551018762531	1550920117140	2	3	3	-600	2500	6224	3	大	0.006944444444444444	2
1551248042281	1550920117140	2	1	-600	3	2300	27955	1	大	3	3
1551248078333	1550920117140	2	2	1	-600	2300	3876	2	大	0.006944444444444444	4
1551541332980	1550920117140	2	3	3	1	2300	14911	1	大	1	5
1551617680684	1550920117140	11	2	3	-600	2300	7217	3	大	0.006944444444444444	6
1551628669592	1550920117140	11	2	3	-600	2300	3075	3	大	0.006944444444444444	7
1551713930558	1550920117140	11	2	3	-600	2300	20580	3	大	0.006944444444444444	8
1551947342148	1550920117140	11	4	11	3	2450	4161	1	大	3	9
1552936807091	1550920117140	17	4	41	11	2600	9312	1	大	11	10
1556459926837	1550920117140	53	4	159	41	2750	6080	1	大	41	11
1570173118668	1550920117140	216	3	453	159	2750	10078	1	大	159	12
1550998543836	1550920121941	1	3	3	-60	2500	53528	0	太	6.944444444444445e-4	1
1551000405514	1550920121941	1	2	3	-600	2500	18062	3	太	0.006944444444444444	2
1551018340259	1550920121941	2	2	3	-600	2500	6052	3	太	0.006944444444444444	3
1551247843283	1550920121941	2	4	10	3	2650	11980	1	太	3	4
1551618270452	1550920121941	11	2	10	-600	2650	23349	3	太	0.006944444444444444	5
1552735120221	1550920121941	17	3	26	10	2650	9838	1	太	10	6
1555015398587	1550920121941	38	3	64	26	2650	20486	1	太	26	7
1560548389278	1550920121941	68	3	169	64	2650	5365	1	太	64	8
1575097285927	1550920121941	216	4	674	169	2800	5898	1	太	169	9
1551017577486	1550920128710	2	2	-600	-60	0	9249	0	夫	6.944444444444445e-4	1
1551018233079	1550920128710	2	2	1	-600	2500	8892	3	夫	0.006944444444444444	2
1551091843330	1550920128710	2	1	-600	1	2300	6461	1	夫	1	3
1551091850529	1550920128710	2	2	1	-600	2300	2381	2	夫	0.006944444444444444	4
1551203058440	1550920128710	2	2	2	1	2150	4291	1	夫	1	5
1551541348525	1550920128710	2	3	7	2	2150	7507	1	夫	2	6
1551618282360	1550920128710	11	2	7	-600	2150	11899	3	夫	0.006944444444444444	7
1551979610294	1550920128710	11	2	7	-600	2150	5771	3	夫	0.006944444444444444	8
1552734935526	1550920128710	17	3	17	7	2150	20926	1	夫	7	9
1554234111002	1550920128710	31	4	51	17	2300	12330	1	夫	17	10
1558588484828	1550920128710	58	3	116	51	2300	28832	1	夫	51	11
1568585099807	1550920128710	139	3	270	116	2300	13628	1	夫	116	12
1550999230228	1550920140664	1	3	4	-60	2500	22786	0	尔	6.944444444444445e-4	1
1551000542185	1550920140664	1	2	4	-600	2500	3904	3	尔	0.006944444444444444	2
1551017925825	1550920140664	2	2	4	-600	2500	4450	3	尔	0.006944444444444444	3
1551479031914	1550920140664	2	4	17	4	2650	2473	1	尔	4	4
1552937298391	1550920140664	17	4	65	17	2800	10095	1	尔	17	5
1558502706560	1550920140664	58	3	190	65	2800	7875	1	尔	65	6
1574920537622	1550920140664	216	3	526	190	2800	4654	1	尔	190	7
1580623728293	1550920140664	273	2	-600	-180	2500	6943	0	尔	0.0020833333333333333	8
1580623780945	1550920140664	273	3	2	-600	2500	2714	0	尔	0.006944444444444444	9
1580795738804	1550920140664	273	3	5	2	2500	5934	1	尔	2	10
1581231435884	1550920140664	290	3	10	5	2500	14167	1	尔	5	11
1582091811923	1550920140664	337	4	33	10	2650	6573	1	尔	10	12
1584943134423	1550920140664	458	3	83	33	2650	6471	1	尔	33	13
1551017568230	1550920147948	2	3	4	-60	2500	16793	0	又	6.944444444444445e-4	1
1551541376180	1550920147948	2	1	-600	4	2300	22837	1	又	4	2
1551541968692	1550920147948	2	2	1	-600	2300	8781	2	又	0.006944444444444444	3
1551611696914	1550920147948	9	1	-600	1	2100	10049	1	又	1	4
1551611738983	1550920147948	9	2	1	-600	2100	11740	2	又	0.006944444444444444	5
1551617500572	1550920147948	11	1	-600	-600	2100	10043	3	又	0.006944444444444444	6
1551618214833	1550920147948	11	2	1	-600	2100	20016	3	又	0.006944444444444444	7
1551628449991	1550920147948	11	2	1	-600	2100	13947	3	又	0.006944444444444444	8
1551688740030	1550920147948	11	1	-600	1	1900	4901	1	又	1	9
1551689061950	1550920147948	11	2	1	-600	1900	11444	2	又	0.006944444444444444	10
1551713869733	1550920147948	11	1	-600	-600	1900	14413	3	又	0.006944444444444444	11
1551979401841	1550920147948	11	2	1	-600	1900	7528	3	又	0.006944444444444444	12
1552056944098	1550920147948	11	2	3	1	1750	12000	1	又	1	13
1552340644634	1550920147948	17	3	6	3	1750	6857	1	又	3	14
1552817201841	1550920147948	17	3	12	6	1750	18064	1	又	6	15
1553873541621	1550920147948	24	2	15	12	1600	95116	1	又	12	16
1555265614823	1550920147948	47	4	39	15	1750	11224	1	又	15	17
1558588239947	1550920147948	58	3	70	39	1750	20684	1	又	39	18
1564638343081	1550920147948	95	3	125	70	1750	12045	1	又	70	19
1575438511219	1550920147948	216	3	226	125	1750	42739	1	又	125	20
1550922529892	1550920161146	1	3	3	-60	2500	36819	0	友	6.944444444444445e-4	1
1550999579882	1550920161146	1	1	-600	-600	2500	26309	3	友	0.006944444444444444	2
1551000375164	1550920161146	1	2	1	-600	2500	4783	3	友	0.006944444444444444	3
1551018224179	1550920161146	2	2	1	-600	2500	10503	3	友	0.006944444444444444	4
1551091811830	1550920161146	2	3	3	1	2500	9168	1	友	1	5
1551342702317	1550920161146	2	3	6	3	2500	5867	1	友	3	6
1551617925129	1550920161146	11	2	6	-600	2500	19934	3	友	0.006944444444444444	7
1551979536813	1550920161146	11	2	7	-600	2500	6681	3	友	0.006944444444444444	8
1552552805001	1550920161146	17	2	6	7	2350	23665	1	友	7	9
1553118176413	1550920161146	23	1	-600	6	2150	6636	1	友	6	10
1553118323664	1550920161146	23	2	1	-600	2150	3875	2	友	0.006944444444444444	11
1553291549360	1550920161146	23	1	-600	1	1950	23066	1	友	1	12
1553291758024	1550920161146	23	2	1	-600	1950	6914	2	友	0.006944444444444444	13
1553325338479	1550920161146	24	4	3	1	2100	15530	1	友	1	14
1553621692905	1550920161146	24	4	7	3	2250	10236	1	友	3	15
